+-------------------------------+-------------+------+-----------+
| palavra                       | nome        | flag | descricao |
| BRUXA                         | SUBSTANTIVO | NOUN |           |
| BRUXISMO                      | SUBSTANTIVO | NOUN |           |
| BUCHA                         | SUBSTANTIVO | NOUN |           |
| BÚFALO                        | SUBSTANTIVO | NOUN |           |
| BUMERANGUE                    | SUBSTANTIVO | NOUN |           |
| BUNDA                         | SUBSTANTIVO | NOUN |           |
| BUQUÊ                         | SUBSTANTIVO | NOUN |           |
| BURACO                        | SUBSTANTIVO | NOUN |           |
| BURACO                        | SUBSTANTIVO | NOUN |           |
| BURRO                         | SUBSTANTIVO | NOUN |           |
| BÚSSOLA                       | SUBSTANTIVO | NOUN |           |
| Ç                             | SUBSTANTIVO | NOUN |           |
| C                             | SUBSTANTIVO | NOUN |           |
| CABANA                        | SUBSTANTIVO | NOUN |           |
| CABEÇA                        | SUBSTANTIVO | NOUN |           |
| CABELEIREIRO                  | SUBSTANTIVO | NOUN |           |
| CABIDE                        | SUBSTANTIVO | NOUN |           |
| CABO                          | SUBSTANTIVO | NOUN |           |
| CABO                          | SUBSTANTIVO | NOUN |           |
| CABRA                         | SUBSTANTIVO | NOUN |           |
| CABRITO                       | SUBSTANTIVO | NOUN |           |
| CAÇADOR                       | SUBSTANTIVO | NOUN |           |
| CACAU                         | SUBSTANTIVO | NOUN |           |
| CACHAÇA                       | SUBSTANTIVO | NOUN |           |
| CACHECOL                      | SUBSTANTIVO | NOUN |           |
| CACHIMBO                      | SUBSTANTIVO | NOUN |           |
| CACHO DE CABELO               | SUBSTANTIVO | NOUN |           |
| CACHOEIRA                     | SUBSTANTIVO | NOUN |           |
| CACHORRO                      | SUBSTANTIVO | NOUN |           |
| CACHORRO-QUENTE               | SUBSTANTIVO | NOUN |           |
| CADARÇO                       | SUBSTANTIVO | NOUN |           |
| CADÁVER                       | SUBSTANTIVO | NOUN |           |
| CADEADO                       | SUBSTANTIVO | NOUN |           |
| CADEIA                        | SUBSTANTIVO | NOUN |           |
| CADEIRA                       | SUBSTANTIVO | NOUN |           |
| CADERNO                       | SUBSTANTIVO | NOUN |           |
| CAFÉ                          | SUBSTANTIVO | NOUN |           |
| CAFEZINHO                     | SUBSTANTIVO | NOUN |           |
| CÃIBRA                        | SUBSTANTIVO | NOUN |           |
| CAIPIRA                       | SUBSTANTIVO | NOUN |           |
| CAIPIRINHA                    | SUBSTANTIVO | NOUN |           |
| CAIXA D´ÁGUA                  | SUBSTANTIVO | NOUN |           |
| CAIXA                         | SUBSTANTIVO | NOUN |           |
| CAIXA                         | SUBSTANTIVO | NOUN |           |
| CAIXÃO                        | SUBSTANTIVO | NOUN |           |
| CAJADO                        | SUBSTANTIVO | NOUN |           |
| CAJU                          | SUBSTANTIVO | NOUN |           |
| CALAFRIO                      | SUBSTANTIVO | NOUN |           |
| CALÇA                         | SUBSTANTIVO | NOUN |           |
| CALÇADA                       | SUBSTANTIVO | NOUN |           |
| CALCANHAR                     | SUBSTANTIVO | NOUN |           |
| CALÇÃO                        | SUBSTANTIVO | NOUN |           |
| CALCINHA                      | SUBSTANTIVO | NOUN |           |
| CALCULADORA                   | SUBSTANTIVO | NOUN |           |
| CÁLCULO1                      | SUBSTANTIVO | NOUN |           |
| CÁLCULO2                      | SUBSTANTIVO | NOUN |           |
| CALDA                         | SUBSTANTIVO | NOUN |           |
| CALENDÁRIO                    | SUBSTANTIVO | NOUN |           |
| CALMA                         | SUBSTANTIVO | NOUN |           |
| CALMA                         | SUBSTANTIVO | NOUN |           |
| CALMANTE                      | SUBSTANTIVO | NOUN |           |
| CALO                          | SUBSTANTIVO | NOUN |           |
| CALOR                         | SUBSTANTIVO | NOUN |           |
| CALÚNIA                       | SUBSTANTIVO | NOUN |           |
| CALVÁRIO                      | SUBSTANTIVO | NOUN |           |
| CAMA                          | SUBSTANTIVO | NOUN |           |
| CAMADA                        | SUBSTANTIVO | NOUN |           |
| CAMARÃO                       | SUBSTANTIVO | NOUN |           |
| CAMARÕES                      | SUBSTANTIVO | NOUN |           |
| CAMELO                        | SUBSTANTIVO | NOUN |           |
| CAMELÔ                        | SUBSTANTIVO | NOUN |           |
| CÂMERA DE VIGILÂNCIA          | SUBSTANTIVO | NOUN |           |
| CÂMERA FOTOGRÁFICA            | SUBSTANTIVO | NOUN |           |
| CAMINHADA                     | SUBSTANTIVO | NOUN |           |
| CAMINHÃO                      | SUBSTANTIVO | NOUN |           |
| CAMINHO                       | SUBSTANTIVO | NOUN |           |
| CAMINHONETE                   | SUBSTANTIVO | NOUN |           |
| CAMISA                        | SUBSTANTIVO | NOUN |           |
| CAMISETA                      | SUBSTANTIVO | NOUN |           |
| CAMISINHA                     | SUBSTANTIVO | NOUN |           |
| CAMISOLA                      | SUBSTANTIVO | NOUN |           |
| CAMPAINHA                     | SUBSTANTIVO | NOUN |           |
| CAMPANHA                      | SUBSTANTIVO | NOUN |           |
| CAMPEÃO                       | SUBSTANTIVO | NOUN |           |
| CAMPEONATO                    | SUBSTANTIVO | NOUN |           |
| CAMPO DE BATALHA              | SUBSTANTIVO | NOUN |           |
| CAMPO                         | SUBSTANTIVO | NOUN |           |
| CAMPO                         | SUBSTANTIVO | NOUN |           |
| CAMUNDONGO                    | SUBSTANTIVO | NOUN |           |
| CANA DE AÇÚCAR                | SUBSTANTIVO | NOUN |           |
| CANADÁ                        | SUBSTANTIVO | NOUN |           |
| CANAL                         | SUBSTANTIVO | NOUN |           |
| CANAL DE TV                   | SUBSTANTIVO | NOUN |           |
| CANÁRIO                       | SUBSTANTIVO | NOUN |           |
| CANÇÃO                        | SUBSTANTIVO | NOUN |           |
| CÂNCER                        | SUBSTANTIVO | NOUN |           |
| CANECA                        | SUBSTANTIVO | NOUN |           |
| CANETA                        | SUBSTANTIVO | NOUN |           |
| CANGURU                       | SUBSTANTIVO | NOUN |           |
| CANHÃO                        | SUBSTANTIVO | NOUN |           |
| CANHOTO                       | SUBSTANTIVO | NOUN |           |
| CANJICA                       | SUBSTANTIVO | NOUN |           |
| CANO                          | SUBSTANTIVO | NOUN |           |
| CANOA                         | SUBSTANTIVO | NOUN |           |
| CANSAÇO                       | SUBSTANTIVO | NOUN |           |
| CANTO                         | SUBSTANTIVO | NOUN |           |
| CANTO                         | SUBSTANTIVO | NOUN |           |
| CANTOR                        | SUBSTANTIVO | NOUN |           |
| CANUDO                        | SUBSTANTIVO | NOUN |           |
| CAPA DE CHUVA                 | SUBSTANTIVO | NOUN |           |
| CAPA                          | SUBSTANTIVO | NOUN |           |
| CAPA                          | SUBSTANTIVO | NOUN |           |
| CAPACETE                      | SUBSTANTIVO | NOUN |           |
| CAPACIDADE                    | SUBSTANTIVO | NOUN |           |
| CAPELA                        | SUBSTANTIVO | NOUN |           |
| CAPIM                         | SUBSTANTIVO | NOUN |           |
| CAPIM                         | SUBSTANTIVO | NOUN |           |
| CAPITAL                       | SUBSTANTIVO | NOUN |           |
| CAPITAL                       | SUBSTANTIVO | NOUN |           |
| CAPITÃO                       | SUBSTANTIVO | NOUN |           |
| CAPÍTULO                      | SUBSTANTIVO | NOUN |           |
| CAPOEIRA                      | SUBSTANTIVO | NOUN |           |
| CARA                          | SUBSTANTIVO | NOUN |           |
| CARA FEIA1                    | SUBSTANTIVO | NOUN |           |
| CARA FEIA2                    | SUBSTANTIVO | NOUN |           |
| CARANGUEJO                    | SUBSTANTIVO | NOUN |           |
| CARATÊ                        | SUBSTANTIVO | NOUN |           |
| CARBURADOR                    | SUBSTANTIVO | NOUN |           |
| CÁRIE                         | SUBSTANTIVO | NOUN |           |
| CARINHO                       | SUBSTANTIVO | NOUN |           |
| CARNAVAL                      | SUBSTANTIVO | NOUN |           |
| CARNÊ                         | SUBSTANTIVO | NOUN |           |
| CARNE                         | SUBSTANTIVO | NOUN |           |
| CARNEIRO                      | SUBSTANTIVO | NOUN |           |
| CARONA                        | SUBSTANTIVO | NOUN |           |
| CARPINTARIA                   | SUBSTANTIVO | NOUN |           |
| CARPINTEIRO                   | SUBSTANTIVO | NOUN |           |
| CARRINHO                      | SUBSTANTIVO | NOUN |           |
| CARRINHO                      | SUBSTANTIVO | NOUN |           |
| CARRO                         | SUBSTANTIVO | NOUN |           |
| CARROÇA                       | SUBSTANTIVO | NOUN |           |
| CARTA                         | SUBSTANTIVO | NOUN |           |
| CARTA                         | SUBSTANTIVO | NOUN |           |
| CARTÃO DE PONTO               | SUBSTANTIVO | NOUN |           |
| CARTÃO1                       | SUBSTANTIVO | NOUN |           |
| CARTÃO2                       | SUBSTANTIVO | NOUN |           |
| CARTAZ                        | SUBSTANTIVO | NOUN |           |
| CARTEIRA DE BOLSO1            | SUBSTANTIVO | NOUN |           |
| CARTEIRA DE BOLSO2            | SUBSTANTIVO | NOUN |           |
| CARTOLA                       | SUBSTANTIVO | NOUN |           |
| CARTÓRIO                      | SUBSTANTIVO | NOUN |           |
| CASA                          | SUBSTANTIVO | NOUN |           |
| CASACO                        | SUBSTANTIVO | NOUN |           |
| CASAL                         | SUBSTANTIVO | NOUN |           |
| CASAL                         | SUBSTANTIVO | NOUN |           |
| CASAMENTO                     | SUBSTANTIVO | NOUN |           |
| CASTIGO                       | SUBSTANTIVO | NOUN |           |
| CATÁLOGO                      | SUBSTANTIVO | NOUN |           |
| CATAPORA                      | SUBSTANTIVO | NOUN |           |
| CATARRO                       | SUBSTANTIVO | NOUN |           |
| CATEGORIA                     | SUBSTANTIVO | NOUN |           |
| CATOLICISMO                   | SUBSTANTIVO | NOUN |           |
| CATRACA                       | SUBSTANTIVO | NOUN |           |
| CATRACA                       | SUBSTANTIVO | NOUN |           |
| CAUDA                         | SUBSTANTIVO | NOUN |           |
| CAUDA                         | SUBSTANTIVO | NOUN |           |
| CAULE                         | SUBSTANTIVO | NOUN |           |
| CAVALO                        | SUBSTANTIVO | NOUN |           |
| CAVALO-MARINHO                | SUBSTANTIVO | NOUN |           |
| CAVANHAQUE                    | SUBSTANTIVO | NOUN |           |
| CAVEIRA                       | SUBSTANTIVO | NOUN |           |
| CAVIDADE NASAL                | SUBSTANTIVO | NOUN |           |
| CD-ROM                        | SUBSTANTIVO | NOUN |           |
| CEBOLA                        | SUBSTANTIVO | NOUN |           |
| CEIA                          | SUBSTANTIVO | NOUN |           |
| CELA                          | SUBSTANTIVO | NOUN |           |
| CELIBATO                      | SUBSTANTIVO | NOUN |           |
| CELULAR                       | SUBSTANTIVO | NOUN |           |
| CELULAR                       | SUBSTANTIVO | NOUN |           |
| CEMITÉRIO                     | SUBSTANTIVO | NOUN |           |
| CENOURA                       | SUBSTANTIVO | NOUN |           |
| CENTÍMETRO                    | SUBSTANTIVO | NOUN |           |
| CENTRO                        | SUBSTANTIVO | NOUN |           |
| CENTRO                        | SUBSTANTIVO | NOUN |           |
| CENTRO                        | SUBSTANTIVO | NOUN |           |
| CERCA                         | SUBSTANTIVO | NOUN |           |
| CERÉBRO                       | SUBSTANTIVO | NOUN |           |
| CEREJA                        | SUBSTANTIVO | NOUN |           |
| CERRAÇÃO                      | SUBSTANTIVO | NOUN |           |
| CERVEJA                       | SUBSTANTIVO | NOUN |           |
| CESARIANA                     | SUBSTANTIVO | NOUN |           |
| CESTA                         | SUBSTANTIVO | NOUN |           |
| CÉU1                          | SUBSTANTIVO | NOUN |           |
| CÉU2                          | SUBSTANTIVO | NOUN |           |
| CHÁ1                          | SUBSTANTIVO | NOUN |           |
| CHÁ2                          | SUBSTANTIVO | NOUN |           |
| CHAFARIZ                      | SUBSTANTIVO | NOUN |           |
| CHAMINÉ                       | SUBSTANTIVO | NOUN |           |
| CHAMPANHE                     | SUBSTANTIVO | NOUN |           |
| CHANCE                        | SUBSTANTIVO | NOUN |           |
| CHANTILY                      | SUBSTANTIVO | NOUN |           |
| CHÃO                          | SUBSTANTIVO | NOUN |           |
